
HR,Name,HD,ADS,VarID,RAJ2000,DEJ2000,Vmag,B-V,SpType,NoteFlag
1625, 1,S:  ,Probably not a supergiant but may be composite.
1627, 1,S:  ,Also classified A8.5Vm:
1630, 1,M:  ,HR mag. 6.31 should have been 7.31.
1634, 1,N:  ,DM is CoD number (star moved from -23d zone to -22d zone between 1855 and 1875); in Southern Durchmusterung extension
1634, 2,N:  ,as SD-23d 65.
1637, 1,D:  ,A,B,C, CPM; D, optical; E, 12.3v at 132" from A.
1637, 1,SB: ,ADS 3675A, 391.7d, K 5.8k/s, V0 -7.4k/s, asini 29.0.
1638, 1,G:  ,Member of Pleiades group.
1638, 1,VAR:,Alpha CV, 4.65 - 4.69V, amp. 0.03y, 4.6398d.
1641, 1,G:  ,Cas-Tau OB1; member of Pleiades group.
1641, 1,N:  ,Hoedus II. One of the kids, with HR 1612.
1641, 1,RV: ,Doubtful var., 24d period not confirmed.
1641, 1,VAR:,Beta C?
1643, 1,RV: ,At times variable in period 7.993d.
1643, 1,VAR:,Alpha CV, amp. 0.10U, 0.06B, 0.05V, 0.7325d.
1646, 1,G:  ,Ori OB1a assoc.
1648, 1,VAR:,SRb 8.2 - 12.4p, 212d.  Mean mag. varies in period 2450d.
1650, 1,VAR:,ADS 3738B, amp. 1.8v?
1652, 1,DYN:,0.005".
1652, 1,VAR:,Secondary probably variable.
1653, 1,VAR:,Delta Sct 6.28 - 6.39V, 0.1352227d.
1656, 1,D:  ,5.6 G4V, 5.6 G4V, 1.19y, a = 0.18"; or 2.38y, a = 0.10"; or 5.8y, a = 0.11".  Combined mag., colors.  Sep. 0.099".
1656, 2,D:  ,Unresolved by speckle interferometry 1983.93.
1656, 1,DYN:,Uncertain, 0.023" to 0.138".
1656, 1,G:  ,Hyades?
1657, 1,SB: ,B9.5, B9.5, 5.5227d, K 103.8k/s, V0 +32.6k/s, msin3i 2.38, asini 7.85.  Nearly equal components; secondary is
1657, 2,SB: ,the more massive, a mercury star.  vsini of both components =<41k/s.
1657, 1,VAR:,E? 5.1 - 5.6v.  About 2d.
1658, 1,G:  ,Hyades?
1659, 1,D:  ,A is SB, 5.7, 7.7v sep. 0.0004".  Visual companions 12.0 at 13", 8.6 at 35".
1659, 1,G:  ,Cas-Tau OB1.
1659, 1,S:  ,Shell star. H alpha double in emission.
1659, 1,SB: ,ADS 3709A, B0.5, B9.5, 58.31d, K 36.7k/s, V0 +16.2k/s, asini 28.9.
1660, 1,D:  ,Primary of visual pair is possible occultation double, 6.8, 6.8v, sep. 0.3"; secondary, 9.1v at 111.5" is BD +21d764.
1660, 1,G:  ,Cas-Tau OB1.
1660, 1,RV: ,Pole on, but large range in RV in about 13y period.
1660, 1,S:  ,Shell star.
1662, 1,G:  ,Wolf 630 group; Hyades?
1663, 1,VAR:,6.73 - 6.82p.
1664, 1,D:  ,5.78 Am, 6.62 Am, 198.9y, a = 1.04". Mean mass 1.7 solar. Combined mag., colors. CPM with ADS 3712 = GC6270, 9.8, 8 K2
1664, 2,D:  ,sep. 3" at 348".
1664, 1,DYN:,0.021".
1666, 1,G:  ,Sirius group; UMa stream.
1666, 1,N:  ,Cursa; Dhalim; Kursa.
1668, 1,G:  ,Hyades moving group.
1669, 1,D:  ,AB, CPM.
1670, 1,D:  ,BC 8.6 dG7, 9.1, 32.1y, a = 0.217".  CPM with component A.
1670, 1,G:  ,Hyades group and cluster; Mel 25 #131.
1670, 1,S:  ,Also classified A9Vmvs.
1671, 1,D:  ,ADS 3722B, K0III-IV, RV +72k/s.
1672, 1,G:  ,Hyades cluster; Mel 25 #130.
1672, 1,R:  ,Radius relative to Sun = 2.2.
1672, 1,S:  ,Spectrum in violet indicates luminosity III; G-band region, V.
1672, 1,SB: ,155.83d, K 8.2k/s, V0 +42.9k/s, asini 13.0.
1672, 1,VAR:,2.87d not confirmed.
1676, 1,D:  ,Suspected visual double probably single: unresolved by speckle interferometry.
1679, 1,M:  ,Candidate for becoming a Be star.
1679, 1,RV: ,0.701538d.  Amp. varies 30 to 60k/s on time scale of a year or less, correlated with hydrogen emission.  Possibly
1679, 2,RV: ,pulsating.
1679, 1,S:  ,Shell star.  H alpha emission with variable profile.  Also classified B2III(e)p.
1679, 1,VAR:,Beta C 4.22 - 4.34V, 0.701538d.  Both spectroscopic and new photometric data suggest period 0.70177d.  Small changes in
1679, 2,VAR:,mean brightness (<0.1mag).
1686, 1,D:  ,B, dF5, optical. C observed only once.
1690, 1,D:  ,Binary.
1690, 1,G:  ,Ori OB1a assoc.
1690, 1,RV: ,Period 21.4d.
1690, 1,S:  ,Hg, Mn star; late type close companion.
1690, 1,VAR:,Amp. 0.003V, 0.565d.
1691, 1,S:  ,Also classified A + G2:III.
1693, 1,VAR:,SRb 5.0 - 7.4v, 60:d.
1695, 1,VAR:,SRb, amp. 0.12:V, 40d.
1696, 1,D:  ,CPM companion G8Ve, strong lithium.
1698, 1,D:  ,AB fixed.  B, 8.4v, F7V at 7"; C, 11.8 at 182".
1698, 1,DYN:,0.001".
1698, 1,S:  ,Also classified K0.5III.
1698, 1,SB: ,ADS 3797A, 1031.40d, K 8.7k/s, V0 +40.5k/s, asini 123.  Unresolved by speckle interferometry.
1701, 1,D:  ,AB 6.9 A4V, 7.1 A6V, 312y, a = 0.383". Combined mag., colors. C, 13v at 7", may be physical.
1701, 1,S:  ,Component B variously classified G, F6III, A6V.
1702, 1,G:  ,Member of Pleiades group.
1702, 1,S:  ,Gallium lines strong. Strong C2 bands. Manganese star spectrum appears earlier at shorter wavelengths.
1702, 1,VAR:,Alpha CV 2.97 - 3.41V, per. about 2d.
1705, 1,D:  ,CPM.  Combined mag., colors.  Companion B9V, optical?
1706, 1,D:  ,AC binary. B, 11v F4V at 13" optical.
1706, 1,G:  ,Possible new Eggen group with HR 63, q.v.
1706, 1,SB: ,ADS 3824A, 3.788506d, K 23.0k/s, V0 -9.8k/s, asini 1.20.
1706, 1,VAR:,Delta Sct 4.94 - 5.10V, 0.088088d.  Form of light curve varies.  Also nonradial pulsations of 0.096533 and 0.088243d.
1707, 1,D:  ,Binary. Component B, 9.50V, +0.47(B-V), +0.09(U-B), F4IV.
1707, 1,S:  ,Probable SiO maser emission.
1707, 1,VAR:,ADS 3845A, M 6.7 - 13.7v, 457.64d, period changes; 10.18 - 13.12V, -0.06 to -0.43(U-B).  Cycle of 64.5d also possible.
1858, 1,VAR:,Gamma Cas, 5.53 - 5.69V.
1708, 1,D:  ,AP 0.6 G5III, 1.1 G0III, sep. 0.04", 0.285y, a = 0.054", masses 2.67 and 2.55 solar.  Combined mag., colors.  Capella is
1708, 2,D:  ,first star for which an orbit was determined from interferometer measures, by Anderson at Mt. Wilson in 1920.  Speckle
1708, 3,D:  ,sep. 0.040" 1981.24 and 1981.68; 0.055" 1982.16.  CPM with component H, a close binary, 10.0 dM1, 13.7 dM5 sep. 2" at
1708, 4,D:  ,723" from A, probably physical with A.  Other components all faint and distant from A.
1708, 1,DYN:,0.058".
1708, 1,G:  ,Hyades group.
1708, 1,N:  ,CAPELLA; Alhajoth.
1708, 1,R:  ,Diam. component A = 0.0052", component B = 0.0040".
1708, 1,S:  ,Chromospheric He 10830 double. Balloon-borne spectrometer revealed pronounced emission of MgII. Soft X-ray emission.
1708, 2,S:  ,Lithium content of the F-type component is 15 times that of the G component.  Also classified G6III+F9III.
1708, 1,SB: ,104.0204d, K 26.1k/s, V0 +29.5k/s, asini 37.3.
1708, 1,VAR:,Amp. 0.03V.  Variable helium and X-ray emission.
1712, 1,D:  ,Component B doubtful, possibly the nebula. C 10.7V at 30".
1712, 1,G:  ,Runaway star from Ori OB1 association.  Moving at 128k/s in opposite direction from Mu Col = HR 1996.  See HR 938.
1712, 2,G:  ,Exciting star of HII region S229; associated with nebula IC 405. S229 superimposed on S230. In reflection nebula. The
1712, 3,G:  ,best example of nebulosity in which the gas and dust are differently distributed.
1712, 1,S:  ,Central Balmer emission in blue-violet only.
1712, 1,VAR:,ADS 3843A, Ina 5.78 - 6.08V.  Possibly a SN 2.5 million yrs. ago.
1713, 1,C:  ,Color excess E(B-V) = +0.00.
1713, 1,D:  ,AxBC, CPM. BC binary, 7.6 B8II, 7.6v sep. 0.12". D, 15.4v at 44".  BC also classified B5V+B5V.  For B, vsini =<39k/s.
1713, 1,DYN:,0.004".
1713, 1,G:  ,Ori OB1; in reflection nebula; member assoc. Tau-Ori R1 at 360 pc.
1713, 1,N:  ,RIGEL; Algebar; Elgebar.
1713, 1,R:  ,Diam. = 0.00243 - 0.00255".
1713, 1,S:  ,Between wavelengths 10660 and 10915 no stellar lines except the chromospheric line He 10830. Weak magnetic field.
1713, 1,SB: ,ADS 3823B, 9.860d, K 25.0k/s, V0 +19.1, asini 3.37.  May be due to pulsation.
1713, 1,VAR:,0.03 - 0.30V, 25d.  Amp. at 0.58 micrometers about 0.06m.
1719, 1,G:  ,Group with HR 1603, 1622. Cas-Tau OB1.
1722, 1,VAR:,Lb?, amp. 0.10V.
1724, 1,G:  ,Field of Ori OB1a but probably not member.
1724, 1,S:  ,Possible H alpha emission.
1726, 1,D:  ,CPM.
1726, 1,S:  ,Also classified K2.5IIIb CN-0.5.
1726, 1,SB: ,ADS 3872A, 434.8d, K 14.8k/s, V0 -27.5k/s, asini 88.0.
1726, 1,VAR:,ADS 3872A, E?
1728, 1,D:  ,Possible CPM with HR 1732.
1728, 1,G:  ,Aur OB1.  Concentration of hydrogen emission in direction of this association.
1728, 1,S:  ,Also classified ApHgMn + B9V.
1728, 1,SB: ,4.1346d, K 107.2k/s, V0 +25.1k/s, msin3i 2.48, asini 6.09; vsini of secondary 62k/s.
1728, 1,VAR:,EA 6.15 - 6.82V, 6.05 - 6.72B, A0 + A0, 4.134695d, changing period.
1729, 1,D:  ,B, 13.4v at 29". C, 12.1v at 42" and D, optical.
1729, 1,G:  ,Epsilon Ind group.
1732, 1,D:  ,Possible CPM with HR 1728.
1732, 1,S:  ,Magnetic star showing chlorine. Silicon star. Helium and neon deficient. Bluest known peculiar A-star: color
1732, 2,S:  ,characteristic of about B4V. Classified A0p because He weak, but in other respects the color is more indicative of the
1732, 3,S:  ,temperature than the spectral class of Ap stars. One of the hottest Ap stars known, about 17000K.
1732, 1,SB: ,Double lines.
1732, 1,VAR:,Alpha CV 5.35 - 5.41V, 2.4660d.  Spectrum var. same period.
1736, 1,D:  ,Fixed. Companion spectral class A.
1741, 1,D:  ,CPM. Companion 9.64V, +0.76(B-V), +0.19(U-B), G1IV-V.
1746, 1,G:  ,Ori OB1.
1747, 1,D:  ,Component B optical.
1747, 1,SB: ,ADS 3899A.
1748, 1,G:  ,Ori OB1a.
1749, 1,G:  ,Cas-Tau OB1.
1749, 1,SB: ,35.5d, K 28k/s, V0 +19k/s, asini 13.7.
1750, 1,SB: ,6.5, 8.5v, sep. 0.00002", 5.4337d, K 26.8k/s, V0 +5.8k/s, asini 2.00.
1752, 1,SB: ,6.2, 6.6v, sep. 0.0005", 2.1517d, K 113.3k/s, V0 -19.7k/s, msin3i 1.71, asini 3.35; vsini both components 53k/s.
1753, 1,D:  ,Fixed with HR 1754.
1754, 1,D:  ,Fixed with HR 1753.
1754, 1,S:  ,Lambda Boo type?  Also classified Ap.
1754, 1,VAR:,Alpha CV, amp. 0.04V, 2.28704d.  Magnetic star.
1756, 1,G:  ,Ori OB1.
1759, 1,D:  ,CPM.
1759, 1,S:  ,Spectra show Mn.
1761, 1,G:  ,Ori OB1a.
1761, 1,S:  ,Shell star. H alpha emission.  Also classified B7IIIn.
1763, 1,G:  ,Ori OB1; in reflection nebula; faint HII region. Teardrop shaped nebula in blue light has no counterpart in red.
1764, 1,D:  ,Component B optical.
1764, 1,G:  ,Ori OB1a; Orion belt.
1765, 1,G:  ,Ori OB1a; Orion belt.
1765, 1,SB: ,293.0d, K 4.1k/s, V0 +27.9k/s, asini 16.33.
1770, 1,D:  ,Fixed. Secondary 7.17V, -0.12(B-V), -0.63(U-B), B5Vn, B8nnp or B3V, RV -58k/s, vsini 350k/s, optical.
1770, 1,G:  ,Ori OB1a.
1770, 1,RV: ,Rapidly rotating; may become Be star.
1771, 1,D:  ,AB binary; C, 9.2v K0 at 61" optical.
1771, 1,DYN:,0.011".
1772, 1,S:  ,Shell star.
1772, 1,VAR:,Amp. 0.13:V.
1773, 1,D:  ,AB fixed.
1777, 1,G:  ,Ori OB1.
1778, 1,D:  ,Companion A5IV, vsini 124k/s.
1779, 1,D:  ,CPM.  Companion F6V.
1779, 1,S:  ,Component A has abnormally strong CN. Lambda 4150 star.
1780, 1,D:  ,Companion optical.
1781, 1,G:  ,Ori OB1a; Orion belt.
1782, 1,D:  ,BC 7.8 F8V, 7.9 F8V, 48.0y, a = 0.34".  AxBC physical.
1782, 1,G:  ,Ori OB1.
1786, 1,G:  ,Ori OB1a.
1786, 1,S:  ,Shell star.
1861, 1,D:  ,CPM.
1861, 1,G:  ,Ori OB1b2; Orion belt; HII region.
1788, 1,D:  ,ADS 4002A is SB triple system, abc with periods 9.2y and 7.989d.  Speckle interferometry gives 9.219y, a = 0.036" for
1788, 2,D:  ,for ab x c.  Visual components AB, binary, 3.8, 4.8v, sep. 1.650"; C, 9.4v at 115".  The total mass of the quintuple
1788, 3,D:  ,system exceeds 50 solar masses, the most massive component being about 17 solar masses.
1788, 1,DYN:,0.005".
1788, 1,G:  ,Ori OB1a; Orion belt; cluster CR 70.
1788, 1,RV: ,Expanding circumstellar shell.
1788, 1,SB: ,ab, 7.9841d, K 145.2k/s, V0 +35.9k/s, asini 15.9.  abc, 9.2y, K 17.5k/s, V0 +19.5k/s, asini 805. Resolved by
1788, 2,SB: ,speckle interferometry at 4-meter Mayall telescope, sep. 0.04"; vsini secondary 39k/s.
1788, 1,VAR:,EA + Beta C 3.31 - 3.60V, 3.14 - 3.35B, 7.989268d.  Also sinusoidal pulsation period, amp. 0.05V, 0.30197 or 0.30145d.
1789, 1,G:  ,Ori OB1a.
1789, 1,RV: ,Period 3-5y? Expanding circumstellar shell.
1789, 1,S:  ,Shell star.  Also classified B3ne, BeIII-IV.
1789, 1,VAR:,Gamma Cas?, 4.92 - 4.96V, 14.50d?  Amp. 0.07R, 0.06(R-I).
1790, 1,G:  ,Ori OB1.
1790, 1,N:  ,BELLATRIX; the Amazon Star.
1790, 1,R:  ,Diam. = 0.00070 - 0.00072".
1790, 1,RV: ,Expanding circumstellar shell.  AEROBEE evidence for mass ejection up to 1600k/s.
1791, 1,C:  ,Color excess E(B-V) = 0.00.
1791, 1,G:  ,Member of Pleiades group.
1791, 1,N:  ,ALNATH; EL NATH; Nath. Beta Tau is also Gamma Aur, in Taurus.
1791, 1,RV: ,Expanding circumstellar shell.
1791, 1,S:  ,Manganese star.
1793, 1,VAR:,Lb? 5.71 - 6.05V.
1794, 1,G:  ,Open cluster NGC 1907 #1.
1795, 1,S:  ,Also classified A1p.
1800, 1,D:  ,359.1y, e 0.19, a 0.28", i 50.9d, mag. diff 0.3.
1800, 1,G:  ,Ori OB1a; Orion belt.
1800, 1,S:  ,Manganese star. Spectra also show Hg.
1803, 1,G:  ,Ori OB1a.
1803, 1,SB: ,2.8884d, K 71.2k/s, V0 +16.8k/s, asini 2.81.
1804, 1,G:  ,Aur OB1. Concentration of hydrogen emission in direction of this association.
1805, 1,G:  ,Hyades group.
1806, 1,G:  ,Ori OB1; sword of Orion.
1808, 1,D:  ,ADS 4038A is occultation double. B and C are 10.1v at 305" and 11.8v at 343".
1808, 1,G:  ,Member of the local association (Pleiades group); Cas-Tau OB1.
1810, 1,D:  ,ADS 4048A is occultation double, equal magnitudes, discovered during occultation of Feb. 26, 1901 by Innes.  The three
1810, 2,D:  ,visual companions:  B, 12.39V at 38"; C, 11.55V at 59"; and D, 11.6 at 74" may all be CPM with A; however, B and C may
1810, 3,D:  ,possibly be optical.
1810, 1,G:  ,Cas-Tau OB1.
1811, 1,D:  ,AB about 6300y. B, 10.3V, vsini 96k/s. C, 12.3v at 83", optical.
1811, 1,G:  ,Ori OB1a.
1811, 1,SB: ,ADS 4039A, 2.5260d, K 142.8k/s, V0 +15.8k/s, msin3i 8.74, asini 4.95.  Apsidal per. 44.8y.
1811, 1,VAR:,Ell 4.55 - 4.61V, 4.31 - 4.34B, 2.52596d.
1812, 1,D:  ,Companion F5.
1818, 1,D:  ,AB, 6.9, 7.2v sep. 0.2" binary.  C, 6.8v A0.  Combined mag. and colors of AB.
1818, 1,SB: ,Small amp. brighter comp. of visual double.
1820, 1,G:  ,Ori OB1a.
1821, 1,D:  ,AB binary, B is A0V; colors for combined light.  C, 11.5v at 141".
1821, 1,RV: ,ADS 4068B, +20k/s; vsini 197k/s.
1823, 1,G:  ,Probable Hyades group.
1824, 1,S:  ,Lambda 4150 star.
1825, 1,D:  ,Companion 7.62V, +0.94(B-V), +0.69(U-B), G8III.
1826, 1,G:  ,Ori OB1c; Orion belt.
1829, 1,D:  ,AB binary; C, 12.0v at 64"; D, 10.5 at 206"; E, 10.5 at 241".
1829, 1,DYN:,0.029".
1829, 1,N:  ,NIHAL; Nibal.
1829, 1,VAR:,ADS 4066B, 7.0 - 11.0v.
1833, 1,G:  ,Ori OB1a; Orion belt star.
1834, 1,D:  ,CPM.  Companion 9.70V, +0.71(B-V), +0.15(U-B), F7V.
1834, 1,VAR:,ADS 4097, cst? 4.67: -4.71V.
1837, 1,VAR:,SR? 5.9 - 7.1v, 120?d.
1839, 1,D:  ,4.49 B5IV, 5.82 B7V, 586y, a = 1.293".  Combined mag. and colors.
1839, 1,DYN:,0.008".
1839, 1,G:  ,Cas-Tau OB1; member of Pleiades group. Field of Ori OB1a but probably not member.
1840, 1,G:  ,Ori OB1c; sword of Orion.
1841, 1,SB: ,4h 54m, K 154k/s, V0 +50k/s, asini 0.43.
1841, 1,VAR:,Nb(EA) 4.1 - 15.8p. Eclipsing period 0.2044d.
1842, 1,D:  ,AB fixed. Combined mag., colors.
1842, 1,G:  ,Ori OB1a.
1843, 1,G:  ,Aur OB1. Concentration of hydrogen emission in direction of this association.
1843, 1,SB: ,655.16d, K 20.5k/s, V0 -0.2k/s, asini 182.
1845, 1,C:  ,Large infrared excess.
1845, 1,R:  ,Diam. 0.0105".
1845, 1,S:  ,Ultraviolet FeII emission.
1845, 1,VAR:,SRc 6.1 - 6.5p, 165d.
1847, 1,D:  ,Companion is B7IV, vsini 291k/s, optical.
1847, 1,SB: ,ADS 4131A.
1848, 1,G:  ,Ori OB1c; sword of Orion.
1851, 1,C:  ,IR source.
1851, 1,D:  ,Binary with HR 1852, q.v.
1851, 1,G:  ,Ori OB1b3; Orion belt.
1852, 1,C:  ,Color excess E(B-V) = +0.07.
1852, 1,D:  ,Binary with C = HR 1851.  Component B, 14.0v at 33".
1852, 1,G:  ,Ori OB1b3; Orion belt; cluster CR 70.
1852, 1,N:  ,MINTAKA; Mintika.
1852, 1,RV: ,Mass ejection at up to 1800k/s.
1852, 1,S:  ,Nitrogen deficient.  Interstellar Lyman alpha absorption observed by AEROBEE rocket.  Also classified B2V, O9.5II,
1852, 2,S:  ,O9.5II-III + B0III.
1852, 1,SB: ,ADS 4134A, 5.7324d, K 101.0k/s, V0 +20.1k/s, asini 7.92.  The first SB in which stationary lines were observed.
1852, 1,VAR:,ADS 4134A, EA 2.14 - 2.26V, 1.94 - 2.13B, 5.732476d.  Intrinsic variability also possible.
1855, 1,G:  ,Ori OB1c; sword of Orion.
1855, 1,N:  ,Thabit; Tabit. See HR 1543.
1855, 1,RV: ,Expanding circumstellar shell.
1857, 1,D:  ,CPM.
1858, 1,RV: ,Pole on?
1858, 1,S:  ,Shell star.
1861, 1,VAR:,Amp. 0.10y.
1863, 1,D:  ,All components CPM?  CD binary, 8.9v A0V, 9.7v sep. 0.8" at 30" from A, physical.
1863, 1,G:  ,Ori OB1b2; Orion belt.
1865, 1,C:  ,U-B values scatter from +0.07 to +0.386.
1865, 1,N:  ,ARNEB.
1865, 1,S:  ,Probable magnetic star.
1868, 1,G:  ,Ori OB1b2; Orion belt.
1868, 1,SB: ,AB, 1.4854d, K 128.6k/s, V0 +22.1k/s, msin3i 7.56, asini 2.63; ABC, 119.088d, K 13.5k/s, V0 +3.3k/s, asini
1868, 2,SB: ,21.2.  Spectra (A)B1V, (B)B5-B9V, (C)A7V.  Masses 7.6, 3.42, 1.5 solar, respectively.
1868, 1,VAR:,EA 5.31 - 5.66V, 5.14 - 5.51p, B1V + B7V, 1.4853784d, i 80.9d.  A third component has orbital period 119.09d.
1871, 1,G:  ,Ori OB1a; Orion belt star.
1872, 1,D:  ,Suspected visual double probably single. Unresolved by speckle interferometry.
1872, 1,G:  ,UMa stream; Ori OB1.
1873, 1,C:  ,Abnormal reddening at 1500A.
1873, 1,D:  ,Companion has K-type spectrum.
1873, 1,G:  ,Ori OB1b2; Orion belt.
1875, 1,G:  ,Member of the local association (Pleiades group); Cas-Tau OB1.
1875, 1,SB: ,7.83552d.
1876, 1,G:  ,Ori OB1; exciting star of HII region S264; Lambda Ori assoc.
1876, 1,SB: ,8.4y, K 13.3k/s, V0 +33.2k/s, asini 547.  Unresolved by speckle interferometry.
1879, 1,C:  ,Color excess E(B-V) = +0.12.
1879, 1,D:  ,A,B,C fixed.  B is HR 1880.  Colors for combined light.  Blended mag., 3.39V.  C is 11.2v at 29", optical; D, 11.2
1879, 2,D:  ,at 78".
1879, 1,DYN:,0.001".
1879, 1,G:  ,In cluster Collinder 69; exciting star of HII region S264; in Lambda Ori assoc. Lambda Ori and surroundings are at
1879, 2,G:  ,same distance as Ori OB1 assoc. but are not members. Lambda Ori member surrounded by expanding HII region.
1879, 1,N:  ,Meissa; Heka.
1879, 1,VAR:,Uncertain which of HR 1879 or 1880 is the variable suspect.
1880, 1,D:  ,See HR 1879.
1880, 1,DYN:,0.001".
1880, 1,G:  ,See HR 1879.
1883, 1,D:  ,CPM.
1883, 1,G:  ,In HII region; Lambda Ori assoc.
1886, 1,D:  ,Fixed with HR 1887.
1886, 1,G:  ,Iota Ori cluster; Ori OB1c4; sword of Orion.
1887, 1,D:  ,Fixed with HR 1886.
1887, 1,G:  ,Iota Ori cluster; Ori OB1c4; sword of Orion.
1890, 1,G:  ,Ori OB1c1; Orion northern sword.
1890, 1,S:  ,He strong.
1890, 1,SB: ,18.65d, K 30k/s, V0 +32k/s, asini 7.34.  The 18.65 or 9.3d periods may be spurious, with 0.9015d as the true period.
1890, 2,SB: ,Rotation vsini 150k/s.
1890, 1,VAR:,E:+SX Ari 6.54 - 6.58V, 0.94629d superimposed on SX Ari type, 0.9015d.
1891, 1,G:  ,Ori OB1c1; Orion northern sword.
1892, 1,C:  ,Color excess E(B-V) = +0.05.
1892, 1,D:  ,Binary. COPERNICUS spectra and IR photometry yielded no evidence on the companion.
1892, 1,DYN:,0.009".
1892, 1,G:  ,In HII region; Ori OB1c2; sword of Orion. No emission from the nebula.
1893, 1,C:  ,Abnormal reddening at 1500A.  IR source.
1893, 1,D:  ,ADS 4186AC fixed at 13".  C = HR 1895.  ADS 4186 and 4188 together appear to form one complex multiple system whose
1893, 2,D:  ,brightest components are ADS 4186C = HR 1895 and ADS 4188A = HR 1897.  These two components are double star STF 17 which
1893, 3,D:  ,IDS lists as part of ADS 4188.  Thus, the 9 components of ADS 4186 and the 4 of ADS 4188 form one system of at least 12
1893, 4,D:  ,components.  Those of ADS 4186 range from mag. 5.4 to 16.7v, all within 22" of A.  ADS 4188 has two other
1893, 5,D:  ,companions in addition to HR 1895:  B, 6.5v at 53" and C, 7.6v at 129" from HR 1897.
1893, 1,G:  ,Ori OB1d; sword of Orion; a trapezium star.
1893, 1,S:  ,Also classified B0.5Vp.
1893, 1,SB: ,65.43233d, K 33.3k/s, V0 +13.3k/s.
1893, 1,VAR:,ADS 4186A, EA, 6.72 - 6.75V, 65.43233d.  Component E is NSV 2291, amp. 0.41V; component F is NSV 2296, 11.0V; component
1893, 2,VAR:,H is NSV 2292, 15.6V.
1894, 1,C:  ,Abnormal reddening at 1500A.
1894, 1,D:  ,Fixed with HR 1895 at 17".  See HR 1893.
1894, 1,G:  ,Ori OB1d; sword of Orion; a trapezium star.
1894, 1,S:  ,Also classified B1-3V+A7IV.
1894, 1,SB: ,6.4705d, K1 52.8k/s, K2 171k/s, V1 +20.7k/s, V2 +23.6k/s, m1sin3i 5.75, m2sin3i 1.78,
1894, 2,SB: ,a1sini 4.70, a2sini 15.2.
1894, 1,VAR:,ADS 4186B, EA 7.95 - 8.52V, 6.470525d, i 87.7d.
1895, 1,C:  ,Abnormal reddening at 1500A.  Color excess E(B-V) = +0.32.  Morel and Magenat indicate R-I from -0.13 to 0.00 in
1895, 2,C:  ,disagreement with other Johnson sources.
1895, 1,D:  ,See HR 1893. Fixed with HR 1896 at 13".
1895, 1,G:  ,Ori OB1d; sword of Orion; a trapezium star. Orion Neb, NGC 1976, HII reg.
1895, 1,M:  ,No clear evidence for being X-ray source. Temp. 32000d excites nebulosity to 10600d.
1895, 1,S:  ,Interstellar Lyman alpha absorption observed by AEROBEE rocket.  Also classified O6ep, O7Vp, O6.5III.
1895, 1,SB: ,Inverse P Cyg profile suggests infalling material rather than SB.
1895, 1,VAR:,5.10 - 5.16V.  He II 4686 suggests var. density of infalling material on time scale of days.
1896, 1,C:  ,Abnormal reddening at 1500A.
1896, 1,D:  ,See HR 1893, 1895.
1896, 1,G:  ,Ori OB1d; sword of Orion; a trapezium star.
1896, 1,VAR:,6.65 - 6.72V.
1897, 1,C:  ,Abnormal reddening at 1500A.
1897, 1,D:  ,ADS 4188AB fixed at 52". B is 6.38V, -0.05(B-V), -0.93(U-B), B0.5V; vsini 17k/s. See HR 1893.
1897, 1,G:  ,Ori OB1d; sword of Orion; M42; HII region.
1897, 1,M:  ,May be X-ray source 3U0527-05.
1897, 1,S:  ,Emission is nebular, to red of H beta.
1897, 1,SB: ,ADS 4188A, 20.96722d, K 90.5k/s, V0 +32.1k/s, asini 25.6.  Primary 20 solar masses, secondary over 14 solar.
1897, 2,SB: ,Possibly the counterpart of X-ray binary 3U0527-05 with perhaps collapsed components.
1897, 1,VAR:,5.05 - 5.19V.  Component B is NSV 2326, 6.38 - 6.44V.
1898, 1,D:  ,CPM.
1948, 1,C:  ,Color excess E(B-V) = +0.09.
1898, 1,G:  ,Ori OB1c1; Orion northern sword.
1899, 1,C:  ,Color excess E(B-V) = +0.07.
1899, 1,D:  ,AB fixed.  B is B7IV; vsini 50k/s.
1899, 1,DYN:,0.005".
1899, 1,G:  ,Iota Ori cluster; Ori OB1c4; sword of Orion; HII region.
1899, 1,N:  ,Nair al Saif; Hatysa in Becvar.
1899, 1,RV: ,ADS 4193A, mass ejection vel. up to 1600k/s.  ADS 4193B, +16k/s.
1899, 1,S:  ,Enhanced ultraviolet emission.  Helium weak.  Interstellar Lyman alpha absorption observed by AEROBEE rocket.
1899, 2,S:  ,Iota Ori B is a helium weak star.  Helium deficient by factor of 10 relative to standard stars.  P and Ga enormously
1899, 3,S:  ,enhanced.  uv 1240 absorption strong; weak 1548.
1899, 1,SB: ,ADS 4193A, 29.1351d, K 115.2k/s, V0 +26.6k/s, msin3i 15.7, asini 30.0.
1899, 1,VAR:,Component B is NSV 2334, 7.4V.
1900, 1,G:  ,Ori OB1c; between belt and sword of Orion.
1901, 1,G:  ,Ori OB1c2.
1902, 1,D:  ,AB binary, both components B8IV. Combined magnitude and colors.
1903, 1,C:  ,In both infrared survey and UV CELESCOPE. Color excess E(B-V) = +0.08.
1903, 1,G:  ,Ori OB1b2; Orion belt; cluster NGC 1980; nebulosity.
1903, 1,N:  ,ALNILAM; Alnihan; Alnitam.
1903, 1,R:  ,Diam. = 0.00067 - 0.00069".
1903, 1,RV: ,UV AEROBEE spectra indicate mass ejection at velocity up to 1800k/s.
